state,county,collection_date,date_detected,hpai_strain,bird_species,woah_classification,sampling_method,submitting_agency
West Virginia,Monongalia,2025-02-18 00:00:00,2025-02-27 00:00:00,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,NWDP
West Virginia,Monongalia,2025-02-18 00:00:00,2025-02-27 00:00:00,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,NWDP
Massachusetts,Worcester,2025-02-18 00:00:00,2025-02-27 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Texas,Bexar,2025-02-13 00:00:00,2025-02-27 00:00:00,EA H5,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Texas,Bexar,2025-02-13 00:00:00,2025-02-27 00:00:00,EA H5,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Texas,Bexar,2025-02-13 00:00:00,2025-02-27 00:00:00,EA H5,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Texas,Bexar,2025-02-13 00:00:00,2025-02-27 00:00:00,EA H5,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Texas,Bexar,2025-02-13 00:00:00,2025-02-27 00:00:00,EA H5,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Texas,Bexar,2025-02-13 00:00:00,2025-02-27 00:00:00,EA H5,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Texas,Bexar,2025-02-13 00:00:00,2025-02-27 00:00:00,EA H5,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Texas,Bexar,2025-02-13 00:00:00,2025-02-27 00:00:00,EA H5,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Texas,Bexar,2025-02-13 00:00:00,2025-02-27 00:00:00,EA H5,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Texas,Bexar,2025-02-13 00:00:00,2025-02-27 00:00:00,EA H5,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Maine,York,2025-02-20 00:00:00,2025-02-27 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2025-02-20 00:00:00,2025-02-27 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2025-02-20 00:00:00,2025-02-27 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2025-02-20 00:00:00,2025-02-27 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2025-02-20 00:00:00,2025-02-27 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2025-02-20 00:00:00,2025-02-27 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2025-02-20 00:00:00,2025-02-27 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2025-02-20 00:00:00,2025-02-27 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2025-02-20 00:00:00,2025-02-27 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2025-02-20 00:00:00,2025-02-27 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2025-02-20 00:00:00,2025-02-27 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2025-02-20 00:00:00,2025-02-27 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2025-02-20 00:00:00,2025-02-27 00:00:00,EA H5,Mallard/Black duck hybrid,Wild bird,Live bird,NWDP
Maine,York,2025-02-20 00:00:00,2025-02-27 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
New Hampshire,Grafton,2025-02-19 00:00:00,2025-02-27 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
New Hampshire,Grafton,2025-02-19 00:00:00,2025-02-27 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
New Hampshire,Grafton,2025-02-14 00:00:00,2025-02-27 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
New Hampshire,Strafford,2025-02-13 00:00:00,2025-02-27 00:00:00,EA H5,Red-tailed hawk,Wild bird,Morbidity/Mortality,NWDP
Rhode Island,Kent,2025-02-05 00:00:00,2025-02-25 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Rhode Island,Kent,2025-02-05 00:00:00,2025-02-25 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Rhode Island,Kent,2025-02-05 00:00:00,2025-02-25 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Rhode Island,Kent,2025-02-05 00:00:00,2025-02-25 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Rhode Island,Kent,2025-02-04 00:00:00,2025-02-25 00:00:00,EA H5,American black duck,Wild bird,Live bird,NWDP
Michigan,Jackson,2025-02-15 00:00:00,2025-02-25 00:00:00,EA H5,Lesser scaup,Wild bird,Agency harvest,NWDP
Michigan,Jackson,2025-02-13 00:00:00,2025-02-25 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Michigan,Jackson,2025-02-13 00:00:00,2025-02-25 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Michigan,Jackson,2025-02-13 00:00:00,2025-02-25 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Washington,Franklin,2025-02-14 00:00:00,2025-02-25 00:00:00,EA H5,House sparrow,Wild bird,Agency harvest,NWDP
Washington,Franklin,2025-02-11 00:00:00,2025-02-25 00:00:00,EA H5,European starling,Wild bird,Agency harvest,NWDP
New Hampshire,Belknap,2025-02-13 00:00:00,2025-02-24 00:00:00,EA H5,Canada goose,Wild bird,Morbidity/Mortality,NWDP
Maine,York,2025-02-07 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2025-02-07 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2025-02-07 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2025-02-07 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2025-02-07 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2025-02-07 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2025-02-07 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2025-02-07 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2025-02-07 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2025-02-07 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2025-02-07 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2025-02-07 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2025-02-07 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2025-02-07 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2025-02-07 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2025-02-07 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2025-02-07 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2025-02-07 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2025-02-07 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2025-02-07 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2025-02-07 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2025-02-07 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2025-02-07 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2025-02-07 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2025-02-07 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2025-02-07 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2025-02-07 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2025-02-07 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2025-02-07 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2025-02-07 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2025-02-07 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2025-02-07 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2025-02-07 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2025-02-07 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2025-02-07 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2025-02-07 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2025-02-07 00:00:00,2025-02-24 00:00:00,EA H5,Mallard/Black duck hybrid,Wild bird,Live bird,NWDP
Maine,York,2025-02-07 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2025-02-07 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2025-02-07 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2025-02-07 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2025-02-07 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2025-02-07 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2025-02-07 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2025-02-06 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2025-02-06 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2025-02-06 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2025-02-06 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2025-02-06 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2025-02-06 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2025-02-06 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2025-02-06 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2025-02-06 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2025-02-06 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2025-02-06 00:00:00,2025-02-24 00:00:00,EA H5,Mallard/Black duck hybrid,Wild bird,Live bird,NWDP
Maine,Kennebec,2025-02-06 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2025-02-06 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2025-02-06 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2025-02-06 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2025-02-06 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2025-02-06 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2025-02-06 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2025-02-06 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2025-02-06 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2025-02-06 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2025-02-06 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2025-02-06 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2025-02-06 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2025-02-06 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2025-02-06 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2025-02-06 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2025-02-06 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2025-02-06 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2025-02-06 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2025-02-06 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2025-02-06 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2025-02-06 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2025-02-06 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2025-02-06 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2025-02-06 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2025-02-06 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2025-02-06 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2025-02-06 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2025-02-06 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2025-02-06 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2025-02-06 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2025-02-06 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2025-02-06 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2025-02-06 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2025-02-06 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2025-02-06 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2025-02-06 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2025-02-06 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2025-02-06 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2025-02-06 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2025-02-06 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2025-02-06 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2025-02-06 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2025-02-06 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2025-02-06 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2025-02-06 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2025-02-06 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2025-02-06 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
New Hampshire,Belknap,2025-02-11 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
New Hampshire,Belknap,2025-02-11 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
New Hampshire,Belknap,2025-02-11 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
New Hampshire,Belknap,2025-02-11 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
New Hampshire,Belknap,2025-02-11 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
New Hampshire,Belknap,2025-02-11 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
New Hampshire,Belknap,2025-02-11 00:00:00,2025-02-24 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
Connecticut,New London,2025-02-04 00:00:00,2025-02-21 00:00:00,EA H5,Great horned owl,Wild bird,Morbidity/Mortality,NWDP
Connecticut,New London,2025-02-04 00:00:00,2025-02-21 00:00:00,EA H5,Red-shouldered hawk,Wild bird,Morbidity/Mortality,NWDP
Connecticut,New London,2025-02-04 00:00:00,2025-02-21 00:00:00,EA H5,Ring-billed gull,Wild bird,Morbidity/Mortality,NWDP
Massachusetts,Worcester,2025-01-30 00:00:00,2025-02-21 00:00:00,EA H5,Hooded merganser,Wild bird,Morbidity/Mortality,NWDP
Massachusetts,Worcester,2025-01-30 00:00:00,2025-02-21 00:00:00,EA H5,Blue jay,Wild bird,Morbidity/Mortality,NWDP
Massachusetts,Middlesex,2025-01-30 00:00:00,2025-02-21 00:00:00,EA H5,Canada goose,Wild bird,Morbidity/Mortality,NWDP
Connecticut,Middlesex,2025-02-11 00:00:00,2025-02-20 00:00:00,EA H5,Red-tailed hawk,Wild bird,Morbidity/Mortality,University of CT
Nevada,Churchill,2025-02-08 00:00:00,2025-02-18 00:00:00,EA H5,House sparrow,Wild bird,Agency harvest,NWDP
Nevada,Churchill,2025-02-08 00:00:00,2025-02-18 00:00:00,EA/AM H5N1,European starling,Wild bird,Agency harvest,NWDP
Illinois,Cook,2025-02-06 00:00:00,2025-02-18 00:00:00,EA/AM H5N1,Bufflehead,Wild bird,Morbidity/Mortality,NWDP
Illinois,Cook,2025-02-06 00:00:00,2025-02-18 00:00:00,EA/AM H5N1,Red-breasted merganser,Wild bird,Morbidity/Mortality,NWDP
Illinois,Cook,2025-02-06 00:00:00,2025-02-18 00:00:00,EA/AM H5N1,Red-breasted merganser,Wild bird,Morbidity/Mortality,NWDP
Illinois,Cook,2025-02-06 00:00:00,2025-02-18 00:00:00,EA H5,Red-breasted merganser,Wild bird,Morbidity/Mortality,NWDP
New Hampshire,Rockingham,2025-02-07 00:00:00,2025-02-18 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
New Hampshire,Rockingham,2025-02-07 00:00:00,2025-02-18 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
New Hampshire,Rockingham,2025-02-07 00:00:00,2025-02-18 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
New Hampshire,Rockingham,2025-02-07 00:00:00,2025-02-18 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
New Hampshire,Rockingham,2025-02-07 00:00:00,2025-02-18 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
New Hampshire,Rockingham,2025-02-07 00:00:00,2025-02-18 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
New Hampshire,Rockingham,2025-02-07 00:00:00,2025-02-18 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
New Hampshire,Rockingham,2025-02-07 00:00:00,2025-02-18 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
New Hampshire,Rockingham,2025-02-07 00:00:00,2025-02-18 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
New Hampshire,Rockingham,2025-02-07 00:00:00,2025-02-18 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
New Hampshire,Rockingham,2025-02-07 00:00:00,2025-02-18 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
New Hampshire,Rockingham,2025-02-07 00:00:00,2025-02-18 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
New Hampshire,Rockingham,2025-02-07 00:00:00,2025-02-18 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
New Hampshire,Rockingham,2025-02-07 00:00:00,2025-02-18 00:00:00,EA/AM H5N1,Mallard/Black duck hybrid,Wild bird,Live bird,NWDP
New Hampshire,Rockingham,2025-02-07 00:00:00,2025-02-18 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
New Hampshire,Rockingham,2025-02-07 00:00:00,2025-02-18 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
New Hampshire,Rockingham,2025-02-07 00:00:00,2025-02-18 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
New Hampshire,Rockingham,2025-02-07 00:00:00,2025-02-18 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
New Hampshire,Rockingham,2025-02-07 00:00:00,2025-02-18 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
New Hampshire,Rockingham,2025-02-07 00:00:00,2025-02-18 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
New Hampshire,Rockingham,2025-02-07 00:00:00,2025-02-18 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
New Hampshire,Rockingham,2025-02-07 00:00:00,2025-02-18 00:00:00,EA H5,Mallard,Wild bird,Live bird,NWDP
New Hampshire,Rockingham,2025-02-07 00:00:00,2025-02-18 00:00:00,EA/AM H5N1,Mallard,Wild bird,Live bird,NWDP
Pennsylvania,Mercer,2025-01-28 00:00:00,2025-02-18 00:00:00,EA H5,Canada goose,Wild bird,Morbidity/Mortality,PA Game Commission
West Virginia,Lewis,2025-01-28 00:00:00,2025-02-14 00:00:00,EA H5,Canada goose,Wild bird,Morbidity/Mortality,NWDP
Wisconsin,Wood,2025-02-06 00:00:00,2025-02-13 00:00:00,EA H5N1,American crow,Wild bird,Morbidity/Mortality,NWDP
Wisconsin,Wood,2025-02-06 00:00:00,2025-02-13 00:00:00,EA H5N1,Barred owl,Wild bird,Morbidity/Mortality,NWDP
Alabama,Jackson,2025-01-24 00:00:00,2025-02-13 00:00:00,EA H5,Northern shoveler,Wild bird,Hunter harvest,NWDP
Alabama,Marshall,2025-01-25 00:00:00,2025-02-12 00:00:00,EA H5,Wood duck,Wild bird,Hunter harvest,NWDP
New Mexico,Socorro,2025-01-27 00:00:00,2025-02-12 00:00:00,EA H5N1,Northern pintail,Wild bird,Agency harvest,NWDP
California,Fresno,2025-01-22 00:00:00,2025-02-10 00:00:00,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
California,Fresno,2025-01-22 00:00:00,2025-02-10 00:00:00,EA H5,Mallard,Wild bird,Hunter harvest,NWDP
Alabama,Jackson,2025-01-25 00:00:00,2025-02-10 00:00:00,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Alabama,Jackson,2025-01-24 00:00:00,2025-02-10 00:00:00,EA H5,Wood duck,Wild bird,Hunter harvest,NWDP
Louisiana,Vermilion,2025-01-30 00:00:00,2025-02-10 00:00:00,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Louisiana,Vermilion,2025-01-30 00:00:00,2025-02-10 00:00:00,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Louisiana,Vermilion,2025-01-30 00:00:00,2025-02-10 00:00:00,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Louisiana,Vermilion,2025-01-28 00:00:00,2025-02-10 00:00:00,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Louisiana,Vermilion,2025-01-28 00:00:00,2025-02-10 00:00:00,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Louisiana,Cameron,2025-01-25 00:00:00,2025-02-10 00:00:00,EA H5,Eurasian wigeon,Wild bird,Hunter harvest,NWDP
Alabama,Jackson,2025-01-25 00:00:00,2025-02-10 00:00:00,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Alabama,Jackson,2025-01-25 00:00:00,2025-02-10 00:00:00,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Alabama,Jackson,2025-01-25 00:00:00,2025-02-10 00:00:00,EA/AM H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Alabama,Jackson,2025-01-25 00:00:00,2025-02-10 00:00:00,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Alabama,Jackson,2025-01-25 00:00:00,2025-02-10 00:00:00,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Alabama,Jackson,2025-01-25 00:00:00,2025-02-10 00:00:00,EA/AM H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Connecticut,New Haven,2025-01-29 00:00:00,2025-02-10 00:00:00,EA/AM H5N1,American black duck,Wild bird,Live bird,NWDP
California,Riverside,2025-01-25 00:00:00,2025-02-10 00:00:00,EA H5N1,Common raven,Wild bird,Agency harvest,NWDP
California,Yolo,2024-08-08 00:00:00,2025-02-10 00:00:00,EA H5,Western gull,Wild bird,Morbidity/Mortality,UC Davis
North Carolina,Buncombe,2025-01-23 00:00:00,2025-02-10 00:00:00,EA H5,Cackling goose,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Louisiana,Cameron,2024-11-25 00:00:00,2025-02-10 00:00:00,EA/AM H5N1,Blue-winged teal,Wild bird,Live bird,SCWDS
Louisiana,Cameron,2024-11-25 00:00:00,2025-02-10 00:00:00,EA/AM H5N1,Blue-winged teal,Wild bird,Live bird,SCWDS
