state,county,collection_date,date_detected,hpai_strain,bird_species,woah_classification,sampling_method,submitting_agency
Mississippi,Leflore,2023-11-30 00:00:00,2024-08-29 00:00:00,EA/AM H5N1,Ross's goose,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Leflore,2023-11-30 00:00:00,2024-08-29 00:00:00,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Leflore,2023-11-30 00:00:00,2024-08-29 00:00:00,EA/AM H5N1,Ross's goose,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Leflore,2023-11-30 00:00:00,2024-08-29 00:00:00,EA H5N1,Snow goose,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Leflore,2023-11-30 00:00:00,2024-08-29 00:00:00,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Leflore,2023-11-30 00:00:00,2024-08-29 00:00:00,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Leflore,2023-11-30 00:00:00,2024-08-29 00:00:00,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Leflore,2023-11-30 00:00:00,2024-08-29 00:00:00,EA/AM H5N1,Ross's goose,Wild bird,Morbidity/Mortality,NWDP
Washington,Skagit,2023-12-01 00:00:00,2024-08-29 00:00:00,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
New York,Seneca,2023-11-28 00:00:00,2024-08-29 00:00:00,EA H5,Northern pintail,Wild bird,Hunter harvest,NWDP
Mississippi,Issaquena,2023-12-02 00:00:00,2024-08-29 00:00:00,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Alabama,Jackson,2023-11-24 00:00:00,2024-08-29 00:00:00,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Alabama,Jefferson,2023-12-01 00:00:00,2024-08-29 00:00:00,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,NWDP
New York,Seneca,2023-11-28 00:00:00,2024-08-29 00:00:00,EA H5N1,American black duck,Wild bird,Hunter harvest,NWDP
New York,Seneca,2023-11-28 00:00:00,2024-08-29 00:00:00,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
New York,Seneca,2023-11-28 00:00:00,2024-08-29 00:00:00,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
New York,Seneca,2023-11-28 00:00:00,2024-08-29 00:00:00,EA/AM H5N1,American black duck,Wild bird,Hunter harvest,NWDP
Washington,Skagit,2023-12-01 00:00:00,2024-08-29 00:00:00,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
New York,Seneca,2023-11-28 00:00:00,2024-08-29 00:00:00,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Utah,Weber,2023-11-30 00:00:00,2024-08-29 00:00:00,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Washington,King,2023-12-01 00:00:00,2024-08-29 00:00:00,EA H5,Northern pintail,Wild bird,Hunter harvest,NWDP
Washington,Skagit,2023-12-01 00:00:00,2024-08-29 00:00:00,EA H5,Mallard,Wild bird,Hunter harvest,NWDP
New York,Seneca,2023-11-28 00:00:00,2024-08-29 00:00:00,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Oregon,Multnomah,2023-11-03 00:00:00,2024-08-29 00:00:00,EA/AM H5N1,Cackling goose,Wild bird,Morbidity/Mortality,OR DFW
Colorado,Larimer,2023-12-06 00:00:00,2024-08-28 00:00:00,EA/AM H5N1,Great horned owl,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Michigan,St. Clair,2023-11-29 00:00:00,2024-08-28 00:00:00,EA H5,Mallard,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,2023-11-29 00:00:00,2024-08-28 00:00:00,EA H5N1,American black duck,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,2023-11-29 00:00:00,2024-08-28 00:00:00,EA H5,Mallard,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,2023-11-29 00:00:00,2024-08-28 00:00:00,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Colorado,Rio Grande,2023-11-18 00:00:00,2024-08-28 00:00:00,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Colorado,Rio Grande,2023-11-18 00:00:00,2024-08-28 00:00:00,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,2023-11-29 00:00:00,2024-08-28 00:00:00,EA H5N1,Northern pintail,Wild bird,Hunter harvest,NWDP
Washington,Grant,2023-11-29 00:00:00,2024-08-28 00:00:00,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Missouri,Saline,2023-12-02 00:00:00,2024-08-28 00:00:00,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Colorado,Rio Grande,2023-11-18 00:00:00,2024-08-28 00:00:00,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
North Dakota,LaMoure,2023-12-07 00:00:00,2024-08-28 00:00:00,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,NWDP
Missouri,Saline,2023-12-02 00:00:00,2024-08-28 00:00:00,EA H5N1,Northern pintail,Wild bird,Hunter harvest,NWDP
Michigan,St. Clair,2023-11-21 00:00:00,2024-08-28 00:00:00,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
North Dakota,LaMoure,2023-12-07 00:00:00,2024-08-28 00:00:00,EA H5N1,Snow goose,Wild bird,Morbidity/Mortality,NWDP
Missouri,Saline,2023-12-02 00:00:00,2024-08-28 00:00:00,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Maryland,Dorchester,2023-11-25 00:00:00,2024-08-28 00:00:00,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Maryland,Dorchester,2023-11-25 00:00:00,2024-08-28 00:00:00,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Maryland,Dorchester,2023-11-25 00:00:00,2024-08-28 00:00:00,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Maryland,Dorchester,2023-11-25 00:00:00,2024-08-28 00:00:00,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Maryland,Dorchester,2023-11-25 00:00:00,2024-08-28 00:00:00,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Missouri,Saline,2023-12-02 00:00:00,2024-08-28 00:00:00,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Missouri,Saline,2023-12-02 00:00:00,2024-08-28 00:00:00,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Missouri,Saline,2023-12-02 00:00:00,2024-08-28 00:00:00,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Missouri,Saline,2023-12-02 00:00:00,2024-08-28 00:00:00,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Missouri,Saline,2023-12-02 00:00:00,2024-08-28 00:00:00,EA H5N1,Ring-necked duck,Wild bird,Hunter harvest,NWDP
Missouri,Saline,2023-12-02 00:00:00,2024-08-28 00:00:00,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Missouri,Saline,2023-12-02 00:00:00,2024-08-28 00:00:00,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Missouri,Saline,2023-12-02 00:00:00,2024-08-28 00:00:00,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Missouri,Saline,2023-12-02 00:00:00,2024-08-28 00:00:00,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Missouri,Saline,2023-12-02 00:00:00,2024-08-28 00:00:00,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Missouri,Saline,2023-12-02 00:00:00,2024-08-28 00:00:00,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Missouri,Saline,2023-12-02 00:00:00,2024-08-28 00:00:00,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Missouri,Saline,2023-12-02 00:00:00,2024-08-28 00:00:00,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Oklahoma,Washington,2023-11-25 00:00:00,2024-08-28 00:00:00,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
South Carolina,Charleston,2023-11-18 00:00:00,2024-08-28 00:00:00,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
South Carolina,Charleston,2023-11-18 00:00:00,2024-08-28 00:00:00,EA/AM H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
South Carolina,Charleston,2023-11-18 00:00:00,2024-08-28 00:00:00,EA/AM H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Washington,Snohomish,2023-11-17 00:00:00,2024-08-28 00:00:00,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Washington,Grant,2023-11-18 00:00:00,2024-08-28 00:00:00,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Minnesota,Wabasha,2023-11-09 00:00:00,2024-08-28 00:00:00,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Oregon,Washington,2023-11-03 00:00:00,2024-08-28 00:00:00,EA H5N1,Cackling goose,Wild bird,Morbidity/Mortality,OR DFW
Oregon,Washington,2023-11-02 00:00:00,2024-08-28 00:00:00,EA/AM H5N1,Cackling goose,Wild bird,Morbidity/Mortality,OR DFW
Oregon,Linn,2023-11-22 00:00:00,2024-08-28 00:00:00,EA H5N1,Peregrine falcon,Wild bird,Morbidity/Mortality,OR DFW
Colorado,Weld,2023-12-06 00:00:00,2024-08-28 00:00:00,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,CO Parks & Wildlife
Colorado,Rio Blanco,2023-11-15 00:00:00,2024-08-28 00:00:00,EA H5N1,Great horned owl,Wild bird,Morbidity/Mortality,CO Parks & Wildlife
Colorado,Bent,2023-12-07 00:00:00,2024-08-28 00:00:00,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,CO Parks & Wildlife
New York,Saratoga,2023-12-06 00:00:00,2024-08-28 00:00:00,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,NY DEC
Nebraska,Douglas,2023-12-05 00:00:00,2024-08-28 00:00:00,EA/AM H5N1,Snow goose,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Nebraska,Douglas,2023-12-05 00:00:00,2024-08-28 00:00:00,EA/AM H5N1,Canada goose,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
New York,Saratoga,2023-12-05 00:00:00,2024-08-28 00:00:00,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,NY DEC
Missouri,Stoddard,2023-11-13 00:00:00,2024-08-28 00:00:00,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,MO Dept of Conservation
Utah,Salt Lake,2023-11-29 00:00:00,2024-08-28 00:00:00,EA H5N1,Goose (unidentified),Wild bird,Morbidity/Mortality,UT DWR
South Dakota,Yankton,2023-12-04 00:00:00,2024-08-28 00:00:00,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,SD GFP
Iowa,Marion,2023-11-03 00:00:00,2024-08-28 00:00:00,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Iowa,Marion,2023-11-03 00:00:00,2024-08-28 00:00:00,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Iowa,Marion,2023-11-03 00:00:00,2024-08-28 00:00:00,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Iowa,Marion,2023-11-03 00:00:00,2024-08-28 00:00:00,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Iowa,Marion,2023-11-03 00:00:00,2024-08-28 00:00:00,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Iowa,Marion,2023-11-03 00:00:00,2024-08-28 00:00:00,EA/AM H5N1,Northern shoveler,Wild bird,Hunter harvest,NWDP
Iowa,Marion,2023-11-03 00:00:00,2024-08-28 00:00:00,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Minnesota,Wabasha,2023-11-09 00:00:00,2024-08-28 00:00:00,EA H5,Mallard,Wild bird,Hunter harvest,NWDP
Minnesota,Wabasha,2023-11-09 00:00:00,2024-08-28 00:00:00,EA H5,Mallard,Wild bird,Hunter harvest,NWDP
Minnesota,Wabasha,2023-11-09 00:00:00,2024-08-28 00:00:00,EA H5,Mallard,Wild bird,Hunter harvest,NWDP
Minnesota,Wabasha,2023-11-09 00:00:00,2024-08-28 00:00:00,EA H5,Gadwall,Wild bird,Hunter harvest,NWDP
Florida,Brevard,2023-11-18 00:00:00,2024-08-27 00:00:00,EA/AM H5N1,Redhead duck,Wild bird,Hunter harvest,NWDP
South Carolina,Colleton,2023-11-18 00:00:00,2024-08-27 00:00:00,EA/AM H5N1,Northern pintail,Wild bird,Hunter harvest,NWDP
South Carolina,Colleton,2023-11-18 00:00:00,2024-08-27 00:00:00,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
South Carolina,Colleton,2023-11-18 00:00:00,2024-08-27 00:00:00,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
South Carolina,Colleton,2023-11-18 00:00:00,2024-08-27 00:00:00,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
South Carolina,Colleton,2023-11-18 00:00:00,2024-08-27 00:00:00,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
South Carolina,Colleton,2023-11-18 00:00:00,2024-08-27 00:00:00,EA/AM H5N1,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Nebraska,Scotts Bluff,2023-11-18 00:00:00,2024-08-26 00:00:00,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Washington,Clark,2023-11-16 00:00:00,2024-08-26 00:00:00,EA/AM H5N1,Northern shoveler,Wild bird,Hunter harvest,NWDP
Washington,Clark,2023-11-14 00:00:00,2024-08-26 00:00:00,EA/AM H5N1,Northern shoveler,Wild bird,Hunter harvest,NWDP
Wyoming,Goshen,2023-11-18 00:00:00,2024-08-26 00:00:00,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Kansas,Neosho,2023-11-11 00:00:00,2024-08-26 00:00:00,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Wisconsin,La Crosse,2023-11-12 00:00:00,2024-08-26 00:00:00,EA/AM H5N1,Northern pintail,Wild bird,Hunter harvest,NWDP
Wisconsin,La Crosse,2023-11-12 00:00:00,2024-08-26 00:00:00,EA/AM H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Alaska,Matanuska-Susitna,2024-03-07 00:00:00,2024-08-21 00:00:00,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,2024-03-07 00:00:00,2024-08-21 00:00:00,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Indiana,Bloomington,2022-09-12 00:00:00,2024-08-20 00:00:00,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,SCWDS/National Eagle Repository
Texas,Shenandoah,2023-12-12 00:00:00,2024-08-20 00:00:00,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,SCWDS/National Eagle Repository
Iowa,Polk,2023-12-11 00:00:00,2024-08-20 00:00:00,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,IA DNR
South Carolina,Williamsburg,2023-12-12 00:00:00,2024-08-14 00:00:00,EA/AM H5N1,Wood duck,Wild bird,Agency harvest,SCWDS
South Carolina,Williamsburg,2023-12-12 00:00:00,2024-08-14 00:00:00,EA/AM H5N1,Wood duck,Wild bird,Agency harvest,SCWDS
Florida,Collier,2023-12-11 00:00:00,2024-08-14 00:00:00,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,SCWDS
Louisiana,Ouachita Parish,2023-12-14 00:00:00,2024-08-14 00:00:00,EA H5N1,Snow goose,Wild bird,Morbidity/Mortality,SCWDS
Louisiana,Ouachita Parish,2023-12-11 00:00:00,2024-08-14 00:00:00,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,SCWDS
Louisiana,Livingston Parish,2023-11-21 00:00:00,2024-08-14 00:00:00,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,SCWDS
Wyoming,Sheridan,2023-10-30 00:00:00,2024-08-09 00:00:00,EA H5,Wild turkey,Wild bird,Morbidity/Mortality,WY GFD
Florida,Brevard,2024-07-27 00:00:00,2024-08-08 00:00:00,EA/AM H5N1,Black vulture,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Wisconsin,Burnet,2023-10-24 00:00:00,2024-08-07 00:00:00,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
New York,Erie,2024-01-29 00:00:00,2024-08-02 00:00:00,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,NY DEC
California,Sacramento,2023-10-30 00:00:00,2024-08-01 00:00:00,EA/AM H5N1,Peregrine falcon,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
New York,Clinton,2024-04-02 00:00:00,2024-08-01 00:00:00,EA/AM H5N1,American crow,Wild bird,Morbidity/Mortality,NY DEC
New York,Cayuga,2024-03-28 00:00:00,2024-08-01 00:00:00,EA/AM H5N1,Great horned owl,Wild bird,Morbidity/Mortality,NY DEC
New York,Clinton,2024-04-02 00:00:00,2024-08-01 00:00:00,EA/AM H5N1,American crow,Wild bird,Morbidity/Mortality,NY DEC
New York,Albany,2024-04-02 00:00:00,2024-08-01 00:00:00,EA/AM H5N1,Great horned owl,Wild bird,Morbidity/Mortality,NY DEC
Wyoming,Albany,2023-10-30 00:00:00,2024-08-01 00:00:00,EA H5,Gadwall,Wild bird,Live bird,NWDP
Wyoming,Albany,2023-10-30 00:00:00,2024-08-01 00:00:00,EA/AM H5N1,American wigeon,Wild bird,Live bird,NWDP
Oregon,Lake,2023-10-22 00:00:00,2024-07-31 00:00:00,EA H5N1,Northern pintail,Wild bird,Hunter harvest,NWDP
Oregon,Lake,2023-10-22 00:00:00,2024-07-31 00:00:00,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Oregon,Lake,2023-10-22 00:00:00,2024-07-31 00:00:00,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Oregon,Lake,2023-10-22 00:00:00,2024-07-31 00:00:00,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Oregon,Lake,2023-10-22 00:00:00,2024-07-31 00:00:00,EA/AM H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Oregon,Lake,2023-10-22 00:00:00,2024-07-31 00:00:00,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Oregon,Lake,2023-10-22 00:00:00,2024-07-31 00:00:00,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Oregon,Lake,2023-10-22 00:00:00,2024-07-31 00:00:00,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Oregon,Lake,2023-10-22 00:00:00,2024-07-31 00:00:00,EA H5,American wigeon,Wild bird,Hunter harvest,NWDP
Oregon,Lake,2023-10-22 00:00:00,2024-07-31 00:00:00,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Oregon,Lake,2023-10-22 00:00:00,2024-07-31 00:00:00,EA H5,American wigeon,Wild bird,Hunter harvest,NWDP
Oregon,Lake,2023-10-22 00:00:00,2024-07-31 00:00:00,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Oregon,Lake,2023-10-22 00:00:00,2024-07-31 00:00:00,EA/AM H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Oregon,Lake,2023-10-22 00:00:00,2024-07-31 00:00:00,EA H5N1,Northern pintail,Wild bird,Hunter harvest,NWDP
Oregon,Lake,2023-10-22 00:00:00,2024-07-31 00:00:00,EA H5N1,Northern pintail,Wild bird,Hunter harvest,NWDP
Oregon,Lake,2023-10-22 00:00:00,2024-07-31 00:00:00,EA/AM H5N1,Northern pintail,Wild bird,Hunter harvest,NWDP
Oregon,Lake,2023-10-22 00:00:00,2024-07-31 00:00:00,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Oregon,Lake,2023-10-22 00:00:00,2024-07-31 00:00:00,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Oregon,Lake,2023-10-22 00:00:00,2024-07-31 00:00:00,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Oregon,Lake,2023-10-22 00:00:00,2024-07-31 00:00:00,EA H5,Gadwall,Wild bird,Hunter harvest,NWDP
Oregon,Lake,2023-10-22 00:00:00,2024-07-31 00:00:00,EA H5N1,Northern shoveler,Wild bird,Hunter harvest,NWDP
Oregon,Lake,2023-10-22 00:00:00,2024-07-31 00:00:00,EA H5,Northern shoveler,Wild bird,Hunter harvest,NWDP
Oregon,Lake,2023-10-22 00:00:00,2024-07-31 00:00:00,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Oregon,Lake,2023-10-22 00:00:00,2024-07-31 00:00:00,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Oregon,Lake,2023-10-22 00:00:00,2024-07-31 00:00:00,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Oregon,Lake,2023-10-22 00:00:00,2024-07-31 00:00:00,EA H5N1,bufflehead,Wild bird,Hunter harvest,NWDP
Oregon,Lake,2023-10-22 00:00:00,2024-07-31 00:00:00,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Wisconsin,Portage,2023-11-13 00:00:00,2024-07-30 00:00:00,EA/AM H5N1,Tundra swan,Wild bird,Morbidity/Mortality,WI DNR
Wisconsin,Dunn,2023-12-14 00:00:00,2024-07-30 00:00:00,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,WI DNR
Wisconsin,Dunn,2023-12-14 00:00:00,2024-07-30 00:00:00,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,WI DNR
Wisconsin,Langlade,2023-12-15 00:00:00,2024-07-30 00:00:00,EA/AM H5N1,Common loon,Wild bird,Morbidity/Mortality,Private (non-government) submission
Ohio,Ottawa,2023-10-14 00:00:00,2024-07-30 00:00:00,EA H5N1,Northern pintail,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,2023-10-14 00:00:00,2024-07-30 00:00:00,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,2023-10-14 00:00:00,2024-07-30 00:00:00,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,2023-10-14 00:00:00,2024-07-30 00:00:00,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,2023-10-14 00:00:00,2024-07-30 00:00:00,EA/AM H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,2023-10-14 00:00:00,2024-07-30 00:00:00,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,2023-10-14 00:00:00,2024-07-30 00:00:00,EA H5,Northern shoveler,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,2023-10-14 00:00:00,2024-07-30 00:00:00,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,2023-10-14 00:00:00,2024-07-30 00:00:00,EA H5N1,Northern pintail,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,2023-10-14 00:00:00,2024-07-30 00:00:00,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,2023-10-14 00:00:00,2024-07-30 00:00:00,EA H5N1,Northern pintail,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,2023-10-14 00:00:00,2024-07-30 00:00:00,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,2023-10-14 00:00:00,2024-07-30 00:00:00,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,2023-10-14 00:00:00,2024-07-30 00:00:00,EA H5,American wigeon,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,2023-10-14 00:00:00,2024-07-30 00:00:00,EA H5N1 mixed,American wigeon,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,2023-10-14 00:00:00,2024-07-30 00:00:00,EA H5,American wigeon,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,2023-10-14 00:00:00,2024-07-30 00:00:00,EA H5N1,Northern shoveler,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,2023-10-14 00:00:00,2024-07-30 00:00:00,EA H5N1 mixed,Mallard,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,2023-10-14 00:00:00,2024-07-30 00:00:00,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,2023-10-14 00:00:00,2024-07-30 00:00:00,EA H5N1 mixed,Green-winged teal,Wild bird,Hunter harvest,NWDP
Iowa,Cherokee,2024-06-05 00:00:00,2024-07-26 00:00:00,EA H5,Rock pigeon,Wild bird,Agency harvest,APHIS Wildlife Services
Colorado,Weld,2024-07-13 00:00:00,2024-07-25 00:00:00,EA H5N1,House sparrow,Wild bird,Agency harvest,NWDP
Colorado,Weld,2024-07-13 00:00:00,2024-07-25 00:00:00,EA H5N1,House sparrow,Wild bird,Agency harvest,NWDP
Colorado,Weld,2024-07-13 00:00:00,2024-07-25 00:00:00,EA H5N1,House sparrow,Wild bird,Agency harvest,NWDP
Colorado,Weld,2024-07-13 00:00:00,2024-07-25 00:00:00,EA H5N1,House sparrow,Wild bird,Agency harvest,NWDP
Colorado,Weld,2024-07-13 00:00:00,2024-07-25 00:00:00,EA H5N1,House sparrow,Wild bird,Agency harvest,NWDP
Colorado,Weld,2024-07-13 00:00:00,2024-07-25 00:00:00,EA H5N1,House sparrow,Wild bird,Agency harvest,NWDP
Colorado,Weld,2024-07-13 00:00:00,2024-07-25 00:00:00,EA H5N1,House sparrow,Wild bird,Agency harvest,NWDP
Colorado,Weld,2024-07-13 00:00:00,2024-07-25 00:00:00,EA H5N1,House sparrow,Wild bird,Agency harvest,NWDP
Colorado,Weld,2024-07-13 00:00:00,2024-07-25 00:00:00,EA H5N1,European starling,Wild bird,Agency harvest,NWDP
Colorado,Weld,2024-07-13 00:00:00,2024-07-25 00:00:00,EA H5N1,European starling,Wild bird,Agency harvest,NWDP
Colorado,Weld,2024-07-13 00:00:00,2024-07-25 00:00:00,EA H5N1,Eurasian collared dove,Wild bird,Agency harvest,NWDP
Colorado,Weld,2024-07-13 00:00:00,2024-07-25 00:00:00,EA H5N1,Rock pigeon,Wild bird,Agency harvest,NWDP
Colorado,Weld,2024-07-13 00:00:00,2024-07-25 00:00:00,EA H5N1,Rock pigeon,Wild bird,Agency harvest,NWDP
Colorado,Weld,2024-07-12 00:00:00,2024-07-25 00:00:00,EA H5N1,House sparrow,Wild bird,Agency harvest,NWDP
Colorado,Weld,2024-07-12 00:00:00,2024-07-25 00:00:00,EA H5N1,House sparrow,Wild bird,Agency harvest,NWDP
Colorado,Weld,2024-07-12 00:00:00,2024-07-25 00:00:00,EA H5N1,House sparrow,Wild bird,Agency harvest,NWDP
Colorado,Weld,2024-07-12 00:00:00,2024-07-25 00:00:00,EA H5N1,House sparrow,Wild bird,Agency harvest,NWDP
Colorado,Weld,2024-07-12 00:00:00,2024-07-25 00:00:00,EA H5N1,House sparrow,Wild bird,Agency harvest,NWDP
Colorado,Weld,2024-07-12 00:00:00,2024-07-25 00:00:00,EA/AM H5N1,Eurasian collared dove,Wild bird,Agency harvest,NWDP
California,Santa Clara,2024-07-18 00:00:00,2024-07-25 00:00:00,EA/AM H5N1,Gull (unidentified),Wild bird,Morbidity/Mortality,Private (non-government) submission
